161,2541,"55.833332999999996, -4.25","Boyd Street, Govanhill, Glasgow, Glasgow City, Scotland, G42 8AF, United Kingdom"
162,2544,"34.693738, 135.502165","大阪市役所, 中之島通, 中之島一丁目, 北区, 大阪市, 大阪府, 530-8201, 日本"
163,2571,"52.25, -0.883333","Red Mushroom Playground, Kettering Road, Phippsville, Northampton, West Northamptonshire, East Midlands, England, NN1 4LB, United Kingdom"
164,2606,"35.689488, 139.691706","東京都庁舎 第一本庁舎, 緑の橋, 西新宿二丁目, 新宿区, 東京都, 163-8001, 日本"
165,2613,"53.8, -1.583333","Canal Road Aviary Road, Canal Road, Armley, Leeds, West Yorkshire, Yorkshire and the Humber, England, LS12 2ND, United Kingdom"
166,2624,"0.0, 0.0",Soul Buoy
167,2634,"53.783333, -1.066667","Selby Abbey, The Crescent, Selby, North Yorkshire, Yorkshire and the Humber, England, YO8 4PU, United Kingdom"
168,2638,"51.370447, -2.137629","Coburg Square, Melksham Forest, Melksham, Wiltshire, South West England, England, SN12, United Kingdom"
169,2641,"52.669563000000004, -0.726625","Hungry Birds, 2, Burley Road, Catmose, Oakham, Rutland, East Midlands, England, LE15 6DH, United Kingdom"
170,2647,"-16.365181, -46.895720000000004","Avenida Belo Horizonte, Cruzeiro, Unaí, Microrregião Unaí, Região Integrada de Desenvolvimento do Distrito Federal e Entorno, Região Geográfica Intermediária de Patos de Minas, Minas Gerais, Região Sudeste, 38610000, Brasil"
171,2668,"13.075417999999999, -59.493768","Taxiway A, Pilgrim Road, Thyme Bottom, Fairy Valley, Christ Church, CHRIST CHURCH, Barbados"
172,2683,"0.0, 0.0",Soul Buoy
173,2695,"-28.000290000000003, 153.430878","Surfers Paradise, Gold Coast City, Queensland, Australia"
174,2712,"53.166667000000004, -1.583333","Hall Dale Lane, Two Dales, Darley Dale CP, Darley Dale, Derbyshire Dales, Derbyshire, East Midlands, England, DE4 2JA, United Kingdom"
175,2761,"-37.813938, 144.963425","Melbourne's GPO, 350, Bourke Street, Melbourne, Southbank, Melbourne, City of Melbourne, Victoria, 3000, Australia"
176,2777,"51.608044, -1.24484","Haydon Road, Old Didcot, Didcot, South Oxfordshire, Oxfordshire, South East England, England, OX11 7JB, United Kingdom"
177,2778,"51.543102000000005, -1.097742","South Stoke Road, Woodcote, South Oxfordshire, Oxfordshire, South East England, England, RG8 0PN, United Kingdom"
178,2782,"50.06465, 19.944979999999997","Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-156, Polska"
179,2783,"45.116667, 21.3","49, Жарка Зрењанина, Вршац, Град Вршац, Јужнобанатски управни округ, Војводина, 26300, Србија"
180,2785,"33.325, 44.422","محلة 103, Al Saadoom Park, البلدية الرصافة, بغداد, ناحية مرکز قضاء الرصافة, قضاء الرصافة, محافظة بغداد, 11101, العراق / عێراق"
181,2790,"-33.924868, 18.424055","City Centre, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
182,2812,"34.772013, 32.429737","Misiaouli & Kavazoglou, Ekso Vrisi, Δήμος Πάφου, Πάφος, 8011, Κύπρος - Kıbrıs"
183,2841,"53.8, -1.583333","Canal Road Aviary Road, Canal Road, Armley, Leeds, West Yorkshire, Yorkshire and the Humber, England, LS12 2ND, United Kingdom"
184,2843,"58.147578, 7.996627","28, Festningsgata, Gravane, Kvadraturen, Kristiansand, Agder, 4614, Norge"
185,2856,"53.997944999999994, -6.405957","F&F, Hill Street, Dundalk No. 3 Urban ED, The Municipal District of Dundalk, County Louth, Leinster, A91 RC44, Éire / Ireland"
186,2858,"51.416667, -0.75","42, High Street, Easthampstead, Bracknell, Bracknell Forest, South East England, England, RG12 1LL, United Kingdom"
187,2863,"50.396389, -4.138611","Glentor Road, Peverell, Crownhill, Plymouth, South West England, England, PL3 5TR, United Kingdom"
188,2918,"0.0, 0.0",Soul Buoy
189,2930,"52.906367, -1.257422","13, Birkin Avenue, Toton, City of Nottingham, Nottinghamshire, East Midlands, England, NG9 6ET, United Kingdom"
190,2937,"52.566667, 1.116667","Cemetery Lane, Wymondham, South Norfolk, Norfolk, East of England, England, NR18 0JZ, United Kingdom"
191,2971,"0.0, 0.0",Soul Buoy
192,2993,"53.5, -2.2166669999999997","Thornton Street North, Collyhurst, Manchester, Greater Manchester, North West England, England, M40 8JR, United Kingdom"
193,2994,"-38.662334, 178.017649","377, Childers Road, Victoria, Gisborne, 4010, New Zealand / Aotearoa"
194,3034,"53.120932999999994, -2.771825","Covert Rise, Tattenhall and District, Tattenhall, Cheshire West and Chester, North West England, England, CH3 9HD, United Kingdom"
195,3043,"52.355518, -1.17432","DHL Sainsbury's, Watling Street, Kilsby, West Northamptonshire, East Midlands, England, CV23 8BQ, United Kingdom"
196,3056,"0.0, 0.0",Soul Buoy
197,3064,"51.4, 0.566667","Strand Leisure Pool, Strand Approach Road, Gillingham, Medway, South East England, England, ME7 1TJ, United Kingdom"
198,3069,"53.5, -2.2166669999999997","Thornton Street North, Collyhurst, Manchester, Greater Manchester, North West England, England, M40 8JR, United Kingdom"
199,3083,"50.866667, 4.7","26, Erasme Ruelenspark, Matadi, Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3001, België / Belgique / Belgien"
200,3087,"0.0, 0.0",Soul Buoy
201,3089,"-28.316667, 27.6","Bell Street, Setsoto Ward 4, Senekal, Thabo Mofutsanyana District Municipality, Free State, South Africa"
202,3090,"-29.1, 26.216666999999998","Happy Valley Street, Arboretum, Bloemfontein, Mangaung Metropolitan Municipality, Free State, 9301, South Africa"
203,3092,"-34.183333000000005, 22.133333","Glass 4 U, 9th Avenue, Da Nova, Mossel Bay Ward 6, Mossel Bay, Garden Route District Municipality, Western Cape, 6506, South Africa"
204,3099,"53.65, -1.333333","Ackworth School, Pontefract Road, Ackworth, High Ackworth, Wakefield, West Yorkshire, Yorkshire and the Humber, England, WF7 7LT, United Kingdom"
205,3122,"51.5, -3.2","Cardiff University - Talybont North (Halls of Residence), Mynachdy Road, Maindy, Gabalfa, Cardiff, Cymru / Wales, CF, United Kingdom"
206,3144,"50.753679999999996, 5.30209","2A, Ridderstraat, Heers, Tongeren, Limburg, 3870, België / Belgique / Belgien"
207,3165,"0.0, 0.0",Soul Buoy
208,3166,"14.169912, 121.24406299999998","Vhec's store 2, Lopez Avenue, Grove, Batong Malake, Los Baños, Laguna, Calabarzon, 4031, Luzon"
209,3168,"64.133333, -21.933332999999998","Nauthólsvegur, Miðborg, Reykjavíkurborg, Höfuðborgarsvæðið, 101, Ísland"
210,3206,"-36.2, 146.966667","Kiewa Valley Highway, Valley Views Estate, Baranduda, City of Wodonga, Victoria, 3691, Australia"
