,location
39475,"51.620475, 0.307175"
39492,"0.0, 0.0"
39502,"45.625406, -122.58442600000001"
39520,"7.95, -72.75"
39525,"59.13855699999999, 9.655515"
39548,"-16.376068, -71.545443"
39551,"47.327155, -65.011012"
39553,"0.0, 0.0"
39556,"19.432608, -99.133208"
39561,"35.30004, -106.55113700000001"
39564,"51.371196000000005, -104.29742399999999"
39565,"41.466190000000005, -71.962659"
39575,"52.644861999999996, -6.228617"
39585,"19.075984, 72.877656"
39604,"39.7012, -78.843179"
39606,"38.372078, -85.591822"
39619,"41.385064, 2.173403"
39633,"42.245869, -84.40134599999999"
39640,"33.58011, -85.076611"
39643,"0.0, 0.0"
39644,"24.088938, 32.899829"
39651,"-14.599413, -28.673146999999997"
39652,"45.50867, -73.55399200000001"
39659,"62.223889, -6.578611"
39669,"44.448881, -88.060381"
39678,"28.385472999999998, -16.584196"
39680,"59.329322999999995, 18.068581"
39697,"42.314321, -71.570637"
39703,"30.210689000000002, -81.557325"
39726,"47.751073999999996, -120.74013899999999"
39729,"35.500514, -119.271776"
39739,"59.91386899999999, 10.752245"
39760,"17.385044, 78.486671"
39769,"34.153323, -109.973248"
39793,"40.330188, -79.730701"
39794,"43.111883, -75.190811"
39796,"41.676355, -86.25199"
39801,"55.865652000000004, -3.0661509999999996"
39824,"-8.783195, -124.508523"
39827,"37.427475, -122.169719"
39833,"51.165690999999995, 10.451526"
39838,"16.054407, 108.20216699999999"
39841,"0.0, 0.0"
39842,"0.0, 0.0"
39845,"27.950575, -82.457178"
39858,"-34.206301, 142.135832"
39859,"41.354240000000004, -72.164816"
39868,"40.705631, -73.978003"
39875,"43.933056, 17.784167"
39881,"33.971751, -77.917599"
39884,"0.0, 0.0"
39885,"0.0, 0.0"
39886,"32.927371, -97.352588"
39895,"0.0, 0.0"
39903,"37.004245000000004, -110.173478"
39907,"42.106763, -91.016852"
39915,"37.004245000000004, -110.173478"
39916,"1.352083, 103.819836"
39927,"33.036986999999996, -117.291982"
39931,"51.521767, -1.127205"
39941,"32.6518, -96.908337"
39945,"30.023934999999998, -93.85215600000001"
39947,"32.436381, -111.22244199999999"
39948,"12.971599000000001, 77.594563"
39966,"29.311659999999996, 47.481766"
39975,"58.587745, 16.192421"
39976,"34.200063, -88.92676800000001"
39977,"13.933333, -90.81666700000001"
39989,"37.865101, -119.538329"
39990,"50.970009000000005, -114.086095"
39997,"33.617773, -114.58826100000002"
40001,"36.102466, -114.922021"
40006,"43.810556, -70.416944"
40017,"47.751073999999996, -120.74013899999999"
40018,"43.346568, -114.791728"
40037,"36.003916, -86.806797"
40063,"38.670758, -121.50788200000001"
40071,"25.789097, -80.204044"
40109,"39.819722, -75.122778"
40116,"27.273049, -80.358226"
40119,"27.273049, -80.358226"
40124,"-23.550520000000002, -46.633309000000004"
40133,"28.635308000000002, 77.22496"
40137,"60.690278, -151.28888899999998"
40153,"19.916576, -103.021292"
40156,"34.270891999999996, -113.569874"
40158,"46.452490999999995, -84.721692"
40161,"28.635308000000002, 77.22496"
40172,"27.273049, -80.358226"
40183,"-32.589127000000005, 19.011833"
40188,"37.935758, -122.347749"
40197,"36.721261, -4.421266"
40198,"40.00549, -105.25626000000001"
40200,"32.735687, -97.10806600000001"
40204,"31.956578000000004, 35.945695"
40225,"37.422927, -122.08725600000001"
40239,"39.90403, 116.407526"
40246,"53.933271, -116.576503"
40249,"41.68541, -88.109612"
40250,"32.975120000000004, -96.332482"
40271,"32.753471999999995, -79.952845"
40279,"1.9772470000000002, 73.536103"
40291,"40.417287, -82.907123"
40294,"37.212056, -82.705208"
40296,"0.0, 0.0"
40327,"0.0, 0.0"
40329,"0.0, 0.0"
40330,"0.0, 0.0"
40345,"37.446719, 25.328862"
40353,"37.983917, 23.72936"
40361,"0.0, 0.0"
40362,"45.529841, -122.42720800000001"
40376,"38.398889000000004, 47.681944"
40390,"0.0, 0.0"
40395,"0.0, 0.0"
40401,"20.996403, -156.66788400000002"
40405,"40.760779, -111.891047"
40406,"28.635308000000002, 77.22496"
40407,"36.098479, -115.07833899999999"
40408,"50.965896, -1.298133"
40419,"46.552698, -75.497362"
40420,"46.552698, -75.497362"
40423,"38.716668, -81.963263"
40432,"35.982841, -86.51860400000001"
40442,"37.832628, -122.480272"
40457,"52.955637, -0.113399"
40489,"53.232634, -2.610316"
40491,"35.93181, -116.22785800000001"
40494,"17.92395, 73.803675"
40496,"0.0, 0.0"
40500,"0.0, 0.0"
40519,"39.084645, -75.457497"
40521,"-17.483141, -149.797776"
40522,"34.086275, -117.751044"
40523,"38.907231, -77.036464"
40524,"30.260227, -81.392207"
40534,"40.057838000000004, -74.137183"
40540,"55.75, -1.9666669999999997"
40541,"47.235556, -61.872222"
40542,"-46.413187, 168.353773"
40547,"39.764922, -74.26933000000001"
40548,"46.087817, -64.778231"
40549,"33.466972, -117.69810700000001"
40550,"33.183126, -102.82689"
40559,"41.203322, -77.194525"
40571,"40.164578999999996, -74.208267"
40592,"51.947458000000005, 6.01795"
40609,"32.0853, 34.781768"
40613,"0.0, 0.0"
40618,"-36.098304999999996, 174.239651"
40634,"41.662459999999996, -92.06652"
40648,"39.391110999999995, -74.593889"
40659,"47.348, -122.322"
40668,"26.4667, 90.5667"
40669,"20.871111, -156.343889"
40677,"42.583595, -82.82934200000001"
40696,"36.013332, -115.12414799999999"
40705,"0.0, 0.0"
40711,"48.459263, -123.376722"
40713,"32.715738, -117.161084"
40714,"35.20105, -91.83183299999999"
40715,"38.068469, -78.88946800000001"
40716,"0.0, 0.0"
40723,"0.0, 0.0"
40724,"36.760692999999996, -121.765735"
40731,"41.133055999999996, -104.86694399999999"
40733,"53.63779, -6.242594"
40738,"0.0, 0.0"
40739,"35.21653, -114.03876399999999"
40740,"0.0, 0.0"
40753,"27.664827000000002, -81.515754"
40754,"27.664827000000002, -81.515754"
40764,"43.010614000000004, -78.637528"
40768,"0.0, 0.0"
40773,"40.452515999999996, -74.476671"
40779,"49.106382, -122.29296000000001"
40795,"32.697547, -113.953543"
40797,"0.0, 0.0"
40801,"38.542699, -89.855182"
40804,"42.393011, -112.17951299999999"
40822,"0.0, 0.0"
40828,"0.0, 0.0"
40831,"0.0, 0.0"
40837,"33.910604, -109.585093"
40839,"0.0, 0.0"
40843,"0.0, 0.0"
40849,"32.995459000000004, -111.535528"
40860,"52.931447999999996, 1.301866"
40866,"45.116667, -78.766667"
40871,"19.432608, -99.133208"
40879,"0.0, 0.0"
40882,"52.086921999999994, -2.515546"
40883,"30.036754, -84.336621"
40892,"3.1390029999999998, 101.68685500000001"
40897,"62.63227, 17.940870999999998"
40900,"36.766667, 28.8"
40904,"47.751073999999996, -120.74013899999999"
40912,"51.508515, -0.125487"
40913,"52.163159, 9.487542999999999"
40917,"38.768258, -90.184259"
40926,"50.920147, 5.924489"
40927,"-33.093373, 151.58898200000002"
40931,"34.533056, 69.166111"
40933,"53.760861, -98.81387600000001"
40939,"40.041154, -86.874452"
40942,"31.230415999999998, 121.473701"
40943,"0.0, 0.0"
40954,"27.273049, -80.358226"
40955,"36.634838, -93.06756"
40957,"41.258551000000004, -75.93640500000001"
40959,"35.278417, -93.133786"
40963,"19.3, -81.383333"
40967,"42.751196, -72.00980200000001"
40989,"43.959337, -78.167736"
40990,"36.721261, -4.421266"
40991,"35.20105, -91.83183299999999"
40993,"36.500215999999995, -4.8043830000000005"
40998,"34.70713, 33.022617"
41000,"33.223191, 43.679291"
41008,"24.861462, 67.009939"
41020,"32.165622, -82.900075"
41030,"44.694209, -92.011826"
41031,"44.694209, -92.011826"
41035,"34.533056, 69.166111"
41050,"40.602843, -79.564767"
41055,"30.353526000000002, -97.696072"
41060,"40.691613000000004, -112.00105"
41070,"20.52611, -97.855968"
41071,"-26.304408000000002, -48.846383"
41075,"-26.2125, 28.2625"
41093,"0.0, 0.0"
41096,"34.182578, -118.439676"
41100,"-26.039596, 27.965178"
41109,"32.736259000000004, -96.864586"
41112,"23.984548, 38.253305"
41125,"0.0, 0.0"
41126,"37.893394, -122.123801"
41127,"41.569793, -90.518316"
41129,"32.755488, -97.330766"
41132,"54.10896700000001, -3.2188939999999997"
41137,"26.443396999999997, -82.111512"
41139,"40.71113, -73.81413"
41144,"21.161908, -86.851528"
41145,"39.087656, -84.49611800000001"
41148,"41.603221000000005, -73.087749"
41155,"0.0, 0.0"
41158,"33.969766, -112.73018799999998"
41159,"43.971667, -70.609167"
41176,"37.315326, -93.5852"
41177,"39.034832, -76.907474"
41180,"14.833332999999998, -91.516667"
41182,"40.258946, -74.12399599999999"
41199,"0.0, 0.0"
41201,"35.7973, -84.25603000000001"
41206,"38.967778, -112.33083300000001"
41208,"38.907231, -77.036464"
41209,"0.0, 0.0"
41223,"38.580711, -116.041389"
41232,"33.011369, -115.473355"
41239,"37.700472, -77.453358"
41263,"36.203184, -81.558715"
41264,"42.387597, -71.099497"
41273,"19.22, -70.53"
41285,"46.811434000000006, 1.686779"
41287,"33.170278, -111.572222"
41292,"37.065381, -121.215106"
41293,"37.066333, -121.219649"
41302,"52.355518, -1.17432"
41316,"34.197505, -119.177052"
41317,"30.938295, -85.381298"
41323,"0.0, 0.0"
41324,"33.523971, -114.6551"
41325,"47.677683, -116.78046599999999"
41331,"-26.516111, 29.202778000000002"
41332,"39.819722, -75.122778"
41342,"32.165622, -82.900075"
41351,"0.0, 0.0"
41353,"37.613825, -122.486919"
41356,"35.149534, -90.04898"
41357,"34.732892, -93.05623800000001"
41358,"34.239636, -93.19303000000001"
41361,"47.44732, -122.45985"
41366,"36.153982, -95.992775"
41376,"21.161908, -86.851528"
41397,"-25.274398, 133.775136"
41399,"-16.409047, -71.537451"
41400,"6.927078999999999, 79.861243"
41403,"-36.848459999999996, 174.76333200000002"
41409,"40.057838000000004, -74.137183"
41422,"33.639099, -112.395758"
41437,"37.428046, -110.98071100000001"
41440,"41.303647, -90.192897"
41441,"44.800887, -74.991034"
41449,"34.135558, -116.05416899999999"
41460,"35.235903, -85.19079"
41474,"-24.312468, -47.001652"
41483,"64.133333, -21.933332999999998"
41489,"39.11376, -76.726777"
41512,"8.980603, 38.757761"
41523,"41.349494, -85.135527"
41530,"40.057838000000004, -74.137183"
41531,"38.030136, -79.033637"
41532,"53.89964499999999, -110.21628999999999"
41534,"44.998823, -110.69353000000001"
41543,"40.759941, -73.849168"
41553,"41.552040999999996, -81.551415"
41558,"34.519940000000005, -105.87008999999999"
41563,"-26.179722, 27.704166999999998"
41566,"34.048928000000004, -111.093731"
41577,"39.43694, -87.52944000000001"
41578,"46.388838, -90.736296"
41591,"21.161908, -86.851528"
41605,"34.048928000000004, -111.093731"
41616,"32.110974, -98.535883"
41617,"3.8666669999999996, 11.516667"
41650,"0.0, 0.0"
41653,"53.755477, -1.473462"
41662,"52.142736, 6.196058"
41664,"34.70713, 33.022617"
41670,"32.743824, -97.279372"
41683,"28.308344, -81.617574"
41685,"43.786434, -69.959834"
41692,"34.589602, -112.357294"
41699,"55.744925, -97.850871"
41727,"26.007765, -80.296256"
41732,"44.222045, -114.443614"
41733,"-29.85868, 31.02184"
41735,"0.0, 0.0"
41743,"36.964015, -122.051585"
41747,"17.43993, 78.498274"
41754,"52.355518, -1.17432"
41755,"41.55426, -74.439601"
41775,"28.582815999999998, -81.33994100000001"
41779,"34.235822, -118.484936"
41782,"17.921366, -87.96109100000001"
41787,"34.322967999999996, -110.966798"
41790,"33.598394, 73.044135"
41806,"42.495556, -82.900278"
41828,"-38.416097, -63.616671999999994"
41829,"58.969976, 5.733107"
41830,"45.815011, 15.981919"
41844,"34.478889, -105.88194399999999"
41850,"1.352083, 103.819836"
41851,"23.810332, 90.412518"
41862,"34.772013, 32.429737"
41877,"44.680562, -69.16354399999999"
41880,"32.617598, -116.956047"
41892,"0.0, 0.0"
41893,"19.997453, 73.78980200000001"
41907,"40.209122, -74.038627"
41909,"26.293969, -80.078932"
41919,"17.385044, 78.486671"
41923,"0.0, 0.0"
41924,"60.69054499999999, -147.097055"
41925,"0.0, 0.0"
41952,"-9.011317, 125.522001"
41956,"42.009498, -88.537196"
41971,"0.0, 0.0"
41979,"18.918611, -99.234167"
41980,"-23.550520000000002, -46.633309000000004"
42000,"42.829419, -102.999907"
42002,"50.898453, -101.896874"
42005,"0.0, 0.0"
42013,"0.0, 0.0"
42021,"43.438912, -85.66087900000001"
42033,"51.426486, 0.100939"
42035,"44.244446999999994, -86.324253"
42043,"-18.28613, 147.700008"
42049,"47.751073999999996, -120.74013899999999"
42056,"-8.783195, -124.508523"
42060,"43.797762, -88.003208"
42068,"41.025991999999995, -82.48610500000001"
42075,"46.109315, -119.199477"
42083,"0.0, 0.0"
42095,"34.085562, -119.06093500000001"
42097,"31.758488, 35.169267"
42119,"41.591051, -111.38492600000001"
42121,"30.078611, -85.576389"
42123,"22.890532999999998, -109.91673700000001"
42127,"33.020827000000004, -117.278897"
42139,"33.854335, -112.12513700000001"
42142,"33.884736, -118.410909"
42151,"33.854335, -112.12513700000001"
42154,"0.0, 0.0"
42158,"38.965359, -89.417464"
42169,"40.417287, -82.907123"
42200,"28.212538000000002, -82.700537"
42203,"41.662459999999996, -92.06652"
42217,"2.7185919999999997, 101.948988"
42219,"41.997346, 21.427996"
42224,"24.861462, 67.009939"
42230,"44.321352000000005, -79.37025200000001"
42232,"34.016389000000004, 44.145278000000005"
42236,"33.100491999999996, -116.301327"
42242,"0.0, 0.0"
42247,"44.681987, -63.744310999999996"
42256,"21.161908, -86.851528"
42295,"49.440329999999996, -96.98506400000001"
42299,"29.675764, -89.44310899999999"
42303,"18.735692999999998, -70.162651"
42308,"0.0, 0.0"
42317,"33.639099, -112.395758"
42319,"36.80509, -119.464359"
42348,"42.586888, -82.919551"
42355,"41.327546000000005, 19.818698"
42356,"42.258, -71.781"
42358,"40.336419, -74.433047"
42359,"39.178834, -81.51168100000001"
42367,"10.666667, -61.516667000000005"
42369,"14.676041, 121.0437"
42375,"41.730561, -78.682099"
42376,"0.0, 0.0"
42377,"37.910619, -75.452572"
42380,"48.91349, -103.30133000000001"
42382,"38.51529, -84.709841"
42389,"0.0, 0.0"
42397,"-26.516111, 29.202778000000002"
42400,"44.34983, -77.334901"
42402,"43.163288, -78.224829"
42403,"28.632996000000002, -106.0691"
42407,"50.815725, 5.186251"
42412,"14.676041, 121.0437"
42421,"35.499425, -119.535096"
42423,"42.560184, -90.36542"
42429,"46.069373999999996, 12.588306"
42431,"38.910841, -94.382172"
42444,"40.876765, -73.324561"
42489,"40.66151, -73.70476"
42491,"52.355518, -1.17432"
42492,"36.876389, 10.325277999999999"
42526,"39.290385, -76.612189"
42533,"27.273049, -80.358226"
42542,"25.047664, 55.181741"
42553,"12.879721, 121.77401699999999"
42554,"34.358146999999995, -86.29470400000001"
42564,"50.11632, -122.957356"
42566,"47.701213, -122.692223"
42569,"49.261226, -123.113927"
42574,"0.0, 0.0"
42593,"30.318528000000004, -95.46269699999999"
42603,"59.220537, 10.934700999999999"
42605,"29.186896, -89.936737"
42627,"10.340556, -68.736944"
42628,"41.879476000000004, -87.81367"
42668,"0.0, 0.0"
42686,"48.117266, -1.677793"
42687,"33.046233, -96.994174"
42688,"27.664827000000002, -81.515754"
42703,"54.878567000000004, -100.022032"
42711,"44.174074, -69.93356"
42722,"35.95483, -82.560693"
42727,"40.712784, -74.005941"
42728,"35.85, -81.538611"
42729,"36.663447, -87.47739"
42737,"45.815011, 15.981919"
42751,"47.751073999999996, -120.74013899999999"
42756,"53.86158199999999, -1.957718"
42763,"28.375218, -81.549472"
42772,"1.352083, 103.819836"
42773,"38.802609999999994, -116.419389"
42783,"61.905705000000005, -111.98778200000001"
42785,"39.62699, -78.22719599999999"
42786,"55.350414, 21.465985999999997"
42787,"43.299459999999996, -84.142873"
42790,"30.733315, 76.779418"
42794,"43.305734, -85.18940500000001"
42800,"40.307052, -121.23244299999999"
42807,"44.61665, 33.525366999999996"
42808,"19.432608, -99.133208"
42813,"59.436961, 24.753575"
42818,"20.211944, -87.46583299999999"
42825,"35.746512, -39.462891"
42833,"0.0, 0.0"
42850,"0.0, 0.0"
42863,"33.941213, -84.213531"
42873,"40.30625, -75.944643"
42882,"39.529633000000004, -119.81380300000001"
42883,"7.396389, 3.916667"
42897,"25.939741, -81.707535"
42908,"36.768209000000006, -76.28749300000001"
42914,"36.719903, 139.698216"
42920,"45.852508, -76.733056"
42937,"36.257186, -115.64279499999999"
42941,"0.0, 0.0"
42947,"0.0, 0.0"
42961,"40.712784, -74.005941"
42971,"41.449721999999994, -72.818889"
42974,"21.161908, -86.851528"
42979,"54.695016, -127.04761"
42999,"37.785973999999996, -77.104973"
43011,"59.436961, 24.753575"
43033,"39.367328, -76.795252"
43034,"35.208597999999995, -102.206147"
43052,"45.541553, 10.211802"
43062,"49.817492, 15.472961999999999"
43068,"41.29048, -76.577105"
43089,"42.017998999999996, -97.449035"
43093,"39.97117, -74.339282"
43094,"37.393637, -96.152699"
43097,"32.795859, 35.530972999999996"
43106,"56.490671, -4.202646"
43115,"36.039525, -114.981721"
43120,"33.036221999999995, -85.03224399999999"
43130,"49.165884000000005, -123.94006499999999"
43131,"-14.599413, -28.673146999999997"
43133,"47.159234000000005, -122.27426299999999"
43140,"10.640739, 122.968956"
43154,"30.733315, 76.779418"
43176,"10.340556, -68.736944"
43181,"33.396889, -111.52196"
43182,"33.260339, -111.936677"
43186,"36.909878000000006, -113.93977199999999"
43189,"33.454904, -112.04337"
43190,"14.764504, -17.366029"
43202,"37.862572, -122.015964"
43206,"0.0, 0.0"
43215,"45.333141999999995, -93.733506"
43219,"59.436961, 24.753575"
43223,"20.593684, 78.96288"
43245,"0.0, 0.0"
43252,"36.9, -113.933333"
43255,"-22.9083, -43.197077"
43259,"2.187732, 73.09512600000001"
43267,"23.810332, 90.412518"
43277,"43.0748, -73.153995"
43285,"30.406951, -87.606473"
43286,"33.827395, -78.642792"
43300,"30.476308000000003, -88.34223"
43317,"56.01274599999999, 92.922361"
43321,"35.748721999999994, -120.93312900000001"
43333,"52.618182999999995, -1.6469369999999999"
43338,"43.073052000000004, -89.40123"
43344,"-1.3963889999999999, -78.424722"
43354,"32.514947, -117.038247"
43360,"33.416667, 43.3"
43362,"27.724721999999996, -82.74194399999999"
43363,"27.724721999999996, -82.74194399999999"
43364,"36.251331, 49.997755"
43375,"0.0, 0.0"
43386,"39.43007, -78.061927"
43402,"35.190065000000004, -89.850075"
43404,"44.986132, -68.99918000000001"
43415,"34.226147999999995, -118.380748"
43419,"39.236669, -8.685994"
43431,"41.666416999999996, -70.569278"
43442,"45.250091, -74.13308599999999"
43443,"33.660297, -117.999227"
43484,"0.0, 0.0"
43490,"33.570331, -110.57371599999999"
43491,"52.266075, 6.1552169999999995"
43493,"28.509135999999998, 34.513634"
43500,"-25.746111, 28.188056"
43505,"32.470997, -116.97493300000001"
43516,"44.20561, -73.246234"
43526,"46.776132000000004, -112.566272"
43528,"29.94898, 121.71638"
43542,"53.933271, -116.576503"
43548,"44.040776, 16.196499"
43549,"44.040776, 16.196499"
43550,"40.31622, -74.513764"
43552,"21.399648000000003, -157.79736499999999"
43566,"-20.917574, 142.702796"
43593,"0.0, 0.0"
43596,"28.291564, -16.62913"
43618,"30.438256, -84.280733"
43620,"55.532712, 25.279369"
43633,"41.66121, -72.779542"
43634,"41.66121, -72.779542"
43635,"39.897833, -84.30633399999999"
43638,"34.772013, 32.429737"
43641,"37.102841, -85.30635"
43647,"33.342667, -111.98399599999999"
43648,"34.133619, -117.90756299999998"
43671,"43.076963, -86.196997"
43672,"42.697708, 23.321868"
43678,"0.0, 0.0"
43679,"52.247855, 20.981427"
43703,"32.165622, -82.900075"
43712,"28.635308000000002, 77.22496"
43717,"44.314844, -85.602364"
43725,"34.150179, -118.35496100000002"
43731,"0.0, 0.0"
43738,"42.375959, -122.916431"
43744,"49.287181, -123.16143899999999"
43745,"42.881815, -77.28748399999999"
43752,"18.918611, -99.234167"
43755,"0.0, 0.0"
43758,"32.0853, 34.781768"
43765,"0.0, 0.0"
43767,"-25.274398, 133.775136"
43769,"55.863565, -4.222364"
43770,"39.111504, -121.359881"
43774,"36.272273999999996, 59.63123"
43775,"31.6119, 65.6811"
43787,"41.913112, -8.561438"
43796,"34.806553, -78.971141"
43805,"1.352083, 103.819836"
43839,"10.916667, 124.7"
43847,"31.418714, 73.079107"
43851,"26.093711, -80.124664"
43857,"0.0, 0.0"
43864,"40.517845, -80.44934"
43867,"31.326015, 75.576183"
43876,"46.803283, -71.242796"
43877,"46.873765, -96.767804"
43884,"0.0, 0.0"
43886,"41.527837, -73.12923599999999"
43908,"43.222023, -71.713965"
43909,"32.118854, -80.864449"
43925,"35.139167, -78.999167"
43934,"20.629559, -87.073885"
43947,"40.718835, -111.888269"
43986,"64.200841, -149.493673"
44008,"47.325109000000005, -120.022397"
44013,"47.637156, -117.078243"
44016,"11.335846, 124.11563600000001"
44021,"60.173324, 24.941025"
44022,"30.057536, -95.190299"
44031,"35.166667, 33.366667"
44037,"36.858838, -120.456007"
44049,"28.198096000000003, -82.432994"
44054,"59.670367000000006, -139.859082"
44057,"38.175943, -120.52779199999999"
44059,"0.0, 0.0"
44062,"52.407927, 13.222710999999999"
44066,"36.783914, -103.968026"
44067,"36.474564, -81.804838"
44075,"42.32695, -71.546154"
44076,"0.0, 0.0"
44082,"0.0, 0.0"
44086,"52.355518, -1.17432"
44101,"0.0, 0.0"
44107,"38.562065999999994, -75.575067"
44121,"41.258551000000004, -75.93640500000001"
44126,"49.522729999999996, 5.88896"
44133,"41.270317, -110.956174"
44136,"34.6, 43.683333000000005"
44152,"36.255123, -115.238349"
44163,"-26.141111, 28.152778"
44172,"-8.783195, -124.508523"
44173,"38.907231, -77.036464"
44176,"39.505468, -119.69268600000001"
44177,"41.258703999999994, -73.685414"
44184,"35.93181, -116.22785800000001"
44194,"44.046236, -123.022029"
44196,"39.725831, -96.127225"
44197,"33.170278, -111.572222"
44201,"-30.976309999999998, -64.095813"
44212,"60.293366000000006, 25.037733"
44216,"56.490671, -4.202646"
44218,"27.273049, -80.358226"
44222,"48.187056, -122.507847"
44227,"14.058323999999999, 108.277199"
44231,"38.759642, -123.09156100000001"
44234,"0.0, 0.0"
44244,"54.787715000000006, -6.4923150000000005"
44249,"33.396889, -111.52196"
44250,"39.792716, -105.08326699999999"
44266,"42.077535, -72.654684"
44268,"29.019671000000002, -95.419431"
44270,"35.46756, -97.516428"
44271,"39.612823999999996, -86.37416"
44277,"37.026981, -78.747414"
44278,"28.061407, -82.302313"
44284,"47.651389, 26.255556"
44286,"35.235903, -85.19079"
44295,"31.777369, 35.297955"
44304,"32.513917, -116.899477"
44308,"35.676448, -83.753734"
44318,"31.866743, -116.59637099999999"
44324,"51.394943, -0.19446"
44339,"33.057347, -91.573454"
44340,"26.169691, -81.00950300000001"
44357,"0.0, 0.0"
44366,"25.03428, -77.39628"
44370,"17.385044, 78.486671"
44373,"14.083332999999998, -87.216667"
44380,"39.916033, 119.572001"
44382,"38.907231, -77.036464"
44409,"38.837522, -120.895824"
44411,"-32.536809000000005, 115.742746"
44412,"47.626208, -122.521245"
44416,"0.0, 0.0"
44418,"34.024788, -107.044756"
44453,"40.489787, -81.44567099999999"
44477,"42.309189, -87.850071"
44479,"35.38702, -87.995307"
44485,"53.68983299999999, -1.6296950000000001"
44490,"20.798363000000002, -156.331925"
44491,"56.130366, -106.34677099999999"
44506,"35.392333, -82.73235"
44512,"54.250358999999996, -1.470855"
44520,"42.495556, -82.900278"
44527,"38.952082, -77.41138199999999"
44533,"40.440625, -79.995886"
44549,"10.473523, -84.01674200000001"
44562,"46.55465, 15.645881"
44565,"46.227638, 2.213749"
44566,"31.754336, -106.305807"
44568,"0.0, 0.0"
44594,"32.165622, -82.900075"
44604,"50.481799, -3.7793419999999998"
44612,"33.846256, 35.901952"
44617,"47.095848, -120.474026"
44623,"32.972578999999996, -96.834854"
44629,"47.241938, -122.368897"
44632,"34.185102, -83.92518100000001"
44636,"40.57927, -74.41154"
44637,"40.784991999999995, -122.308333"
44651,"52.355518, -1.17432"
44652,"38.907231, -77.036464"
44681,"38.682798, -90.491328"
44693,"21.161908, -86.851528"
44694,"32.665682000000004, -112.858631"
44698,"37.700472, -77.453358"
44703,"31.450463, -83.50849699999999"
44714,"48.515784000000004, 135.101171"
44718,"33.448377, -112.074037"
44725,"40.528383000000005, -111.856048"
44733,"-34.603722999999995, -58.381593"
44737,"18.196013, 120.59266799999999"
44756,"19.432608, -99.133208"
44759,"51.045325, -114.05810100000001"
44766,"25.858244, -81.385069"
44778,"0.0, 0.0"
44783,"18.069623, -96.12431099999999"
44786,"34.924031, -117.891208"
44797,"40.438133, -73.98524599999999"
44809,"20.798363000000002, -156.331925"
44810,"53.763201, -2.70309"
44812,"0.0, 0.0"
44814,"50.97358, -113.67950800000001"
44816,"34.533056, 69.166111"
44818,"51.896892, -8.486316"
44821,"33.639099, -112.395758"
44824,"10.640739, 122.968956"
44826,"36.177146, -114.417332"
44827,"0.0, 0.0"
44835,"40.932272, -84.338838"
44849,"49.214439, -2.13125"
44856,"35.022484999999996, -114.58927"
44869,"34.883333, 32.383333"
44870,"3.1390029999999998, 101.68685500000001"
44886,"34.802865999999995, -86.971674"
44888,"0.0, 0.0"
44936,"0.0, 0.0"
44949,"27.411695, -82.428522"
44951,"29.823582000000002, -90.14013800000001"
44955,"16.794347, 106.96340900000001"
44968,"40.994541999999996, -73.87874599999999"
44970,"6.235925, -75.575137"
44971,"20.023056, -155.67166699999999"
44974,"52.370216, 4.895168"
44975,"41.578443, -70.55864"
44976,"0.0, 0.0"
44978,"47.751073999999996, -120.74013899999999"
44993,"41.885278, -72.26138900000001"
44999,"47.44732, -122.45985"
45004,"10.9, 123.08333300000001"
45009,"10.640739, 122.968956"
45013,"41.610331, -93.824691"
45014,"36.778261, -119.41793200000001"
45023,"40.242028000000005, -75.555339"
45032,"46.912287, 3.0972720000000002"
45035,"27.306706, -98.678352"
45040,"20.653407, -105.22533200000001"
45041,"20.653407, -105.22533200000001"
45043,"48.187056, -122.507847"
45048,"40.177431, -74.629447"
45067,"12.879721, 121.77401699999999"
45076,"53.729988, -0.5732149999999999"
45085,"34.519940000000005, -105.87008999999999"
45110,"38.904367, -9.408632"
45125,"22.307159, 73.181219"
45133,"41.975279, -91.676136"
45151,"38.909717, -92.124158"
45153,"29.254482, -81.115256"
45154,"-25.274398, 133.775136"
45167,"59.858564, 17.638927"
45171,"41.064765, -86.21583299999999"
45174,"37.714145, -122.25"
45178,"3.1390029999999998, 101.68685500000001"
45179,"3.13192, 101.68405899999999"
45215,"39.689561, -74.882664"
45222,"0.0, 0.0"
45231,"35.304969, -80.982884"
45260,"51.227740999999995, 6.7734559999999995"
45270,"41.584444, -71.921111"
45279,"28.535515999999998, 77.391026"
45280,"40.267194, -86.134902"
45287,"36.304774, -86.619996"
45291,"25.047664, 55.181741"
45307,"27.411695, -82.428522"
45312,"44.000113, -85.96555500000001"
45314,"18.011077, -66.614062"
45315,"42.386148999999996, -82.91185899999999"
45316,"33.531154, -111.942645"
45323,"35.845621, -86.39027"
45328,"33.597386, -117.836901"
45331,"1.352083, 103.819836"
45335,"40.12171, -90.563446"
45338,"36.900232, 15.143397"
45340,"14.444545999999999, 120.993874"
45342,"51.253775, -85.32321400000001"
45353,"50.658289, -99.971455"
45356,"35.024353000000005, -110.69988700000002"
45365,"0.0, 0.0"
45367,"10.640739, 122.968956"
45379,"0.0, 0.0"
45390,"62.354023, -136.509839"
45406,"32.321458, 34.853196000000004"
45421,"40.501179, -79.83921600000001"
45424,"20.629559, -87.073885"
45426,"37.906332, -25.782666"
45427,"41.785094, -73.694017"
45431,"35.304969, -80.982884"
45437,"44.377628, -69.11190699999999"
