,location
66461,"50.9, -1.4"
66473,"-38.136848, 176.249746"
66477,"52.183333000000005, -1.7"
66488,"52.3, -3.016667"
66491,"51.45, -2.583333"
66492,"-37.813938, 144.963425"
66493,"-2.170998, -79.922359"
66523,"31.952856, -102.17169399999999"
66572,"52.221537, 6.893662"
66607,"-37.687796999999996, 176.16513"
66622,"51.994167, -4.696111"
66623,"-32.276821000000005, 115.729782"
66626,"52.481138, 1.7534490000000003"
66627,"50.467388, 4.871985"
66632,"51.416667, -1.8666669999999999"
66634,"53.166667000000004, -1.583333"
66636,"0.0, 0.0"
66650,"10.266182, 123.997295"
66652,"-28.52383, 153.532227"
66653,"30.129308, 77.26925"
66655,"51.222635, 22.928660999999998"
66659,"51.005794, 4.632042"
66666,"55.833332999999996, -4.25"
66681,"51.691944, -4.950833"
66686,"0.0, 0.0"
66690,"51.916667, -0.216667"
66714,"55.686429000000004, 11.089188"
66719,"51.300278000000006, -3.0116669999999996"
66722,"53.38333299999999, -2.6"
66728,"53.091516000000006, -0.046423"
66769,"51.37766, -1.8519599999999998"
66771,"-25.746111, 28.188056"
66774,"52.116667, -2.316667"
66787,"52.75, -4.066667"
66813,"28.635308000000002, 77.22496"
66838,"0.0, 0.0"
66844,"30.80905, 73.45082099999999"
66856,"52.696651, -4.054346"
66889,"45.162240999999995, 5.686729"
66891,"-36.758179, 144.28024299999998"
66911,"31.956578000000004, 35.945695"
66914,"52.166667, -2.166667"
66916,"45.815011, 15.981919"
66918,"53.47721800000001, -0.5935159999999999"
66919,"51.514125, -0.093689"
66937,"31.951014, 34.888075"
66960,"0.0, 0.0"
66969,"53.5, -2.2166669999999997"
67060,"52.516667000000005, 13.4"
67070,"47.497912, 19.040235"
67089,"-37.813938, 144.963425"
67097,"49.06, 25.042778"
67100,"0.0, 0.0"
67117,"55.766667000000005, -4.033333"
67120,"52.49035, 4.798067"
67125,"27.570589000000002, 80.098187"
67128,"50.683333000000005, -3.25"
67141,"44.4325, 26.103889000000002"
67148,"38.756275, -8.96287"
67154,"18.401943, -77.102501"
67161,"51.481581, -3.17909"
67164,"50.183333000000005, -5.566667"
67169,"45.943160999999996, 24.96676"
67194,"52.229676, 21.012229"
67201,"56.11666700000001, -3.166667"
67202,"52.625071999999996, -1.677155"
67207,"21.266667, 40.416667"
67219,"52.63333299999999, -2.5"
67234,"41.00527, 28.97696"
67274,"-41.8, 147.4"
67307,"53.954115, -1.064262"
67311,"9.672948, 123.873002"
67346,"0.0, 0.0"
67363,"50.453610999999995, 5.951944"
67366,"50.783333, -0.65"
67392,"0.0, 0.0"
67408,"55.833332999999996, -3.083333"
67409,"25.08265, -77.318084"
67439,"54.91194399999999, -1.383333"
67443,"31.957851, 77.10946"
67444,"51.083333, 1.183333"
67449,"59.91386899999999, 10.752245"
67452,"52.355518, -1.17432"
67461,"51.514125, -0.093689"
67462,"49.45, 7.533333"
67470,"51.507351, -0.12775799999999998"
67481,"51.083333, 0.266667"
67496,"56.490671, -4.202646"
67500,"42.188824, 3.0814150000000002"
67507,"53.433333, -1.35"
67541,"53.716667, -0.333333"
67551,"-27.471009999999996, 153.024292"
67572,"51.133333, -0.983333"
67585,"51.514125, -0.093689"
67615,"50.9, -1.4"
67648,"52.497193, 0.918423"
67665,"51.45, -2.583333"
67667,"51.481581, -3.17909"
67670,"52.355518, -1.17432"
67671,"0.0, 0.0"
67676,"-33.861481, 151.205475"
67680,"0.0, 0.0"
67684,"23.810332, 90.412518"
67695,"52.664913, -1.034894"
67702,"35.912222, 14.504167"
67704,"55.55, -3.85"
67708,"0.0, 0.0"
67710,"-33.861481, 151.205475"
67740,"0.0, 0.0"
67759,"52.416667, -1.55"
67770,"51.052986, -1.335218"
67802,"51.514125, -0.093689"
67817,"0.0, 0.0"
67818,"54.55, -3.6"
67863,"51.483333, 7.216667"
67881,"-36.848459999999996, 174.76333200000002"
67895,"-46.413187, 168.353773"
67901,"53.416667000000004, -3.0"
67946,"50.0, 8.271111"
67968,"57.166667000000004, -2.666667"
67972,"55.245265, 24.776075"
67978,"53.432604000000005, -1.363501"
67991,"35.696111, 51.423056"
67992,"51.45, -2.583333"
68005,"51.8, -0.35"
68016,"33.386013, -112.612416"
68017,"55.833332999999996, -4.25"
68162,"0.0, 0.0"
68205,"-36.758179, 144.28024299999998"
68273,"52.632381, 4.753375"
68414,"7.1897660000000005, 100.595381"
68416,"55.40375600000001, 10.40237"
68418,"51.345833, -2.967778"
68420,"-27.471009999999996, 153.024292"
68499,"0.0, 0.0"
68602,"53.2, -1.216667"
68655,"43.756775, 1.467376"
68657,"52.4, -0.716667"
68719,"51.5, -3.2"
68722,"52.3, -0.7"
68750,"50.85, -0.55"
68766,"0.0, 0.0"
69066,"53.52023199999999, -6.085078"
69256,"0.0, 0.0"
69314,"3.5092470000000002, 101.524805"
69382,"0.0, 0.0"
69513,"52.416667, -1.55"
69526,"51.514125, -0.093689"
69531,"0.0, 0.0"
69533,"-39.035173, 177.418031"
69550,"39.02001, 1.482148"
69552,"52.664913, -1.034894"
69563,"-33.932103999999995, 18.860152"
69566,"55.712621999999996, 21.135219"
69573,"0.0, 0.0"
69583,"60.566667, -140.403889"
69587,"24.2075, 55.744721999999996"
69603,"51.985103, 5.8987300000000005"
69617,"-27.471009999999996, 153.024292"
69627,"46.827647999999996, 18.293447"
69644,"52.355518, -1.17432"
69655,"51.514125, -0.093689"
69659,"0.0, 0.0"
69692,"34.944168, 69.273331"
69697,"52.583332999999996, -0.25"
69700,"50.716667, -1.8833330000000001"
69727,"38.584329, -108.07309599999999"
69748,"-37.813938, 144.963425"
69824,"0.0, 0.0"
69845,"47.247821, 12.117827"
69862,"51.602987, -2.580896"
69882,"52.933333, -4.116667"
69886,"20.682617999999998, -88.56864399999999"
69890,"28.951915000000003, -113.56243400000001"
69896,"41.213673, -74.494364"
69898,"36.850566, 28.255585999999997"
69901,"52.333333, 0.083333"
69904,"32.0853, 34.781768"
69914,"21.799395999999998, -72.295591"
69922,"50.396389, -4.138611"
69954,"52.240477, -0.9026559999999999"
69983,"10.823099000000001, 106.62966399999999"
70026,"56.949649, 24.105186"
70113,"52.355518, -1.17432"
70114,"0.0, 0.0"
70139,"51.066666999999995, -1.7833330000000003"
70142,"0.0, 0.0"
70149,"44.72724, 26.10957"
70161,"51.14869, -0.9872"
70162,"-37.813938, 144.963425"
70180,"53.416667000000004, -3.0"
70185,"63.237028, 21.394175"
70200,"37.9847, -0.680823"
70229,"36.648889000000004, 51.496111"
70233,"51.379444, -2.365556"
70242,"62.086839000000005, 6.86481"
70256,"54.13333299999999, -0.8"
70260,"51.02081, -0.21921"
70299,"0.0, 0.0"
70300,"26.074507999999998, 119.296494"
70309,"-33.861481, 151.205475"
70325,"-33.861481, 151.205475"
70328,"54.686111, -1.2125"
70330,"0.0, 0.0"
70334,"40.43495, 49.867622999999995"
70338,"-24.658056, 25.912222"
70347,"53.65, -1.7833330000000003"
70371,"52.302419, -0.693964"
70401,"51.516667, -1.7833330000000003"
70444,"58.506489, 15.505829"
70491,"0.0, 0.0"
70501,"51.092903, 2.9795830000000003"
70504,"10.370811999999999, 124.753367"
70522,"53.7, -2.2833330000000003"
70527,"-33.861481, 151.205475"
70535,"28.632996000000002, -106.0691"
70540,"52.966667, -1.166667"
70547,"39.074208, 21.824312"
70555,"37.595818, -1.314735"
70563,"48.77071, 18.620954"
70574,"55.833332999999996, -3.083333"
70581,"1.352083, 103.819836"
70584,"51.35, 1.1"
70585,"51.514125, -0.093689"
70589,"52.3, -1.116667"
70590,"46.056946999999994, 14.505751"
70596,"15.828126000000001, 78.037279"
70597,"29.685693, 76.990482"
70606,"34.70713, 33.022617"
70611,"-19.691883999999998, -46.173606"
70629,"50.454240999999996, 3.9566589999999997"
70635,"51.016667, 1.0"
70678,"-36.848459999999996, 174.76333200000002"
70686,"-20.035, 57.64305600000001"
70703,"53.5, -2.2166669999999997"
70766,"-23.000370999999998, -43.365895"
70769,"41.735088, -75.139615"
70773,"-37.813938, 144.963425"
70775,"53.888996, -2.633778"
70788,"29.311659999999996, 47.481766"
70806,"51.45, -2.583333"
70816,"36.594682, 136.625573"
70824,"29.685693, 76.990482"
70827,"29.685693, 76.990482"
70833,"29.311659999999996, 47.481766"
70838,"-8.579695, -74.361494"
70843,"0.0, 0.0"
70875,"15.766667000000002, -86.833333"
70880,"45.792784000000005, 24.152069"
70920,"35.936017, 14.39665"
70937,"52.005152, 0.201102"
70955,"4.860416000000001, -58.93018000000001"
70976,"40.084444, 65.37916700000001"
70979,"31.298886, 120.58531599999999"
70986,"36.140751, -5.353585"
71004,"0.0, 0.0"
71019,"46.565315999999996, 113.53808400000001"
71032,"52.130660999999996, -3.7837120000000004"
71033,"0.0, 0.0"
71050,"0.0, 0.0"
71056,"50.812926000000004, 3.332698"
71059,"52.166667, -2.166667"
71064,"51.833333, -2.166667"
71078,"-36.074940000000005, 146.923935"
71100,"51.292669000000004, 6.054004"
71108,"55.833332999999996, -4.25"
71109,"49.817492, 15.472961999999999"
71112,"51.5, -3.2"
71116,"46.874724, 7.278014999999999"
71118,"0.0, 0.0"
71121,"33.325, 44.422"
71131,"46.11844, 23.463847"
71136,"14.540110999999998, -74.967637"
71140,"-36.821829, 175.70044"
71159,"53.766667000000005, -2.35"
71162,"52.583332999999996, -2.1333330000000004"
71168,"52.355518, -1.17432"
71186,"52.466667, -1.916667"
71188,"30.5, 47.816666999999995"
71192,"51.4, 0.05"
71214,"45.398731, 14.801611"
71215,"55.833332999999996, -4.25"
71217,"52.833332999999996, -2.0"
71219,"50.7, -3.5333330000000003"
71220,"53.4, -3.083333"
71222,"-29.958676, -71.249188"
71272,"9.931233, 76.26730400000001"
71304,"3.0430610000000002, 101.440657"
71319,"46.766667, 23.583333"
71333,"0.0, 0.0"
71336,"57.508123, -1.784066"
71350,"51.3, -0.733333"
71355,"51.514125, -0.093689"
71373,"-31.952240000000003, 115.861397"
71374,"3.107094, 101.608255"
71392,"-30.034646999999996, -51.217658"
71394,"46.006512, 8.952312"
71410,"48.287264, 14.718697"
71429,"52.25, -0.883333"
71437,"56.879004, 14.805852"
71456,"51.75, -1.25"
71457,"44.671611, 110.03928400000001"
71463,"52.133333, -0.45"
71480,"51.6, -0.483333"
71488,"26.0333, 89.9667"
71489,"19.54, -96.9275"
71514,"52.05, -2.7166669999999997"
71541,"53.00266800000001, -2.179404"
71589,"52.65414499999999, -7.244788000000001"
71633,"14.791058, 120.23973400000001"
71642,"0.0, 0.0"
71653,"52.3, -1.533333"
71656,"0.0, 0.0"
71658,"38.794595, 106.534838"
71674,"52.516667000000005, 13.4"
71695,"56.490671, -4.202646"
71696,"51.25, 0.75"
71715,"44.081018, 3.64152"
71733,"53.5, -2.2166669999999997"
71751,"20.422984, -86.92234300000001"
71758,"25.03428, -77.39628"
71798,"55.431245, 37.545765"
71808,"35.126413, 33.429859"
71815,"55.923579000000004, -4.155641"
71822,"53.716667, -0.333333"
71844,"26.212401, 127.68093200000001"
71849,"51.0, -3.183333"
71866,"0.0, 0.0"
71869,"44.735184000000004, 21.664235"
71892,"59.329322999999995, 18.068581"
71903,"54.978252000000005, -1.61778"
71906,"53.166667000000004, -1.583333"
71922,"51.75, -1.25"
71926,"40.719296, 24.666794"
71928,"21.794551000000002, -71.738522"
71943,"20.422984, -86.92234300000001"
71949,"51.633333, -1.166667"
71950,"-34.613152, -68.341011"
71951,"53.416667000000004, -3.0"
71968,"-37.813938, 144.963425"
71970,"-33.861481, 151.205475"
71971,"-33.861481, 151.205475"
71976,"51.514125, -0.093689"
71983,"23.982411, 72.245262"
72014,"45.815011, 15.981919"
72016,"51.35, 12.016667"
72017,"22.057437, 78.93817299999999"
72036,"28.408912, 77.317789"
72037,"50.833333, -0.15"
72041,"50.888174, 5.979499"
72058,"0.0, 0.0"
72069,"52.355518, -1.17432"
72085,"32.164204999999995, 63.42426999999999"
72092,"48.15, 11.5833"
72110,"37.130501, -121.65438999999999"
72210,"40.203315, -8.410257000000001"
72213,"-28.530554, 30.895823999999998"
72222,"40.593540999999995, -105.044868"
72235,"53.4, -2.15"
72237,"51.102340999999996, 3.9940660000000006"
72245,"-33.429790000000004, 151.371445"
72254,"53.0, -2.183333"
72258,"56.566667, -3.583333"
72259,"1.352083, 103.819836"
72269,"-30.000231, 136.209155"
72272,"52.25, -0.883333"
72279,"52.416667, -1.55"
72280,"9.437249000000001, 77.080585"
72282,"53.683333, -1.3"
72285,"55.3, -2.25"
72286,"51.733333, 0.483333"
72289,"52.416667, -1.55"
72291,"51.586385, 0.604871"
72295,"53.483332999999995, -1.233333"
72296,"52.966667, -1.166667"
72297,"52.366667, -1.25"
72298,"51.514125, -0.093689"
72300,"27.570589000000002, 80.098187"
72308,"46.874724, 7.278014999999999"
72340,"-38.416097, -63.616671999999994"
72343,"50.833333, -0.15"
72349,"52.355518, -1.17432"
72365,"8.583333, 123.33333300000001"
72369,"54.91194399999999, -1.383333"
72405,"53.283333, -3.833333"
72408,"0.0, 0.0"
72442,"52.336915999999995, -6.463337999999999"
72528,"51.883333, -0.416667"
72558,"50.7967, -1.083333"
72567,"25.091075, 121.55983400000001"
72621,"-23.38032, 150.505951"
72626,"21.161908, -86.851528"
72639,"51.883333, -0.416667"
72644,"52.705478, 4.705315000000001"
72655,"52.75, 11.566667"
72659,"42.763525, 11.112363"
72672,"45.047375, 9.686581"
72674,"43.508132, 16.440193"
72688,"51.435278000000004, -2.8525"
72695,"41.997346, 21.427996"
72696,"0.0, 0.0"
72698,"51.514125, -0.093689"
72700,"69.753158, 18.466054"
72701,"69.753158, 18.466054"
72702,"50.833333, -0.15"
72728,"35.696111, 51.423056"
72739,"53.283333, -2.9"
72788,"0.0, 0.0"
72819,"25.091075, 121.55983400000001"
72831,"51.481581, -3.17909"
72843,"35.338735, 25.144213"
72865,"0.0, 0.0"
72878,"50.632063, -2.367285"
72885,"50.966667, -0.13333299999999998"
72890,"21.161908, -86.851528"
72909,"51.508062, -0.541737"
72967,"47.162494, 19.503304"
72976,"38.541057, -0.122494"
72979,"55.9, -3.6333330000000004"
72981,"0.0, 0.0"
72983,"43.698521, 6.847956"
72985,"12.295810000000001, 76.639381"
72996,"55.943197, -3.411193"
73013,"53.433333, -1.35"
73039,"53.416667000000004, -3.0"
73042,"40.463667, -3.7492199999999998"
73052,"18.412833, -66.12219300000001"
73063,"1.352083, 103.819836"
73064,"55.833332999999996, -4.25"
73070,"-19.266389999999998, 146.805695"
73079,"0.0, 0.0"
73104,"31.554606, 74.357158"
73145,"28.635308000000002, 77.22496"
73149,"52.151086, -2.92183"
73214,"60.73725699999999, 15.453010999999998"
73225,"11.296371, 106.80603899999998"
73226,"31.866743, -116.59637099999999"
73229,"0.0, 0.0"
73233,"0.0, 0.0"
73288,"41.156689, -8.623925"
73295,"67.30283299999999, 14.745767"
73313,"0.0, 0.0"
73318,"0.0, 0.0"
73355,"0.0, 0.0"
73366,"33.729388, 73.09314599999999"
73401,"0.0, 0.0"
73427,"54.243925, -0.7775529999999999"
73428,"0.0, 0.0"
73432,"52.355518, -1.17432"
73450,"52.382246, -0.045715"
73451,"36.216667, 37.166667"
73470,"-40.900557, 174.88597099999998"
73473,"0.0, 0.0"
73477,"40.640506, -8.653754"
73485,"40.203315, -8.410257000000001"
73495,"42.878268, 2.505562"
73511,"64.001111, -22.551944"
73515,"50.9, -1.4"
73518,"51.883333, -0.416667"
73530,"0.0, 0.0"
73547,"54.830830000000006, 18.20996"
73576,"50.415496999999995, -5.0737190000000005"
73585,"-33.861481, 151.205475"
73610,"0.0, 0.0"
73623,"44.081645, -123.13350200000001"
73628,"52.630886, 1.297355"
73629,"52.630886, 1.297355"
73636,"0.0, 0.0"
73647,"57.944187, 19.142479"
73652,"53.166667000000004, -2.583333"
73667,"-33.861481, 151.205475"
73670,"52.466667, -1.916667"
73671,"-33.093373, 151.58898200000002"
73677,"52.388107, 4.638483"
73710,"35.954358, 38.253305"
73715,"47.497912, 19.040235"
73722,"0.0, 0.0"
73735,"0.0, 0.0"
73739,"30.710269, -87.019017"
73748,"53.219384, 6.566502000000001"
73780,"0.0, 0.0"
73786,"55.833332999999996, -4.25"
73796,"49.414146, 7.570905000000001"
73829,"0.0, 0.0"
73830,"0.0, 0.0"
73842,"0.0, 0.0"
73843,"-37.813938, 144.963425"
73855,"50.716667, -2.0"
73862,"53.716667, -1.7166669999999997"
73870,"25.357522, 55.391865"
73883,"0.0, 0.0"
73898,"25.542844, -103.406786"
73912,"51.533333, 0.55"
73919,"53.61666700000001, -2.15"
73928,"56.663444999999996, 16.356779"
73929,"53.5, -2.2166669999999997"
73942,"47.583333, 9.866667"
73952,"50.916667, 13.366667000000001"
73965,"0.0, 0.0"
73983,"52.5, -2.083333"
73984,"52.466667, -1.916667"
73986,"0.0, 0.0"
73987,"37.566534999999995, 126.97796899999999"
74000,"57.166667000000004, -2.666667"
74016,"53.166667000000004, -1.0"
74018,"51.75, -0.466667"
74019,"28.635308000000002, 77.22496"
74025,"54.683638, -1.820177"
74031,"52.816667, -4.5"
74039,"44.307257, 4.4723120000000005"
74044,"45.3, 19.95"
74049,"51.763889, -4.871944"
74050,"52.379857, 6.286237"
74052,"0.0, 0.0"
74063,"53.075393999999996, -1.39816"
74106,"54.98805600000001, -1.619444"
74114,"-33.650655, 150.442832"
74115,"61.52401, 105.31875600000001"
74132,"51.507351, -0.12775799999999998"
74245,"37.945189, 23.650221"
74267,"51.216667, -0.566667"
74276,"43.916230999999996, -123.964"
74295,"52.632381, 4.753375"
74300,"26.846511, 80.946683"
74320,"-29.73485, 151.738495"
74335,"-33.861481, 151.205475"
74348,"-33.816666999999995, 151.0"
74352,"43.725258000000004, 15.797375"
74391,"51.733333, 0.483333"
74396,"36.302496000000005, 98.095844"
74409,"0.0, 0.0"
74425,"51.370489, 6.172386"
74469,"49.366667, 7.5833330000000005"
74494,"51.514125, -0.093689"
74496,"53.3, -3.75"
74498,"15.475479, 120.596349"
74516,"49.941356, -97.032443"
74521,"36.163149, 27.971760999999997"
74523,"38.41885, 27.12872"
74537,"55.256549, -1.599918"
74556,"46.660278000000005, 31.207221999999998"
74567,"-33.032681, 137.56483500000002"
74569,"50.783333, -0.466667"
74573,"-34.928661, 138.598633"
74594,"13.727896, 100.524123"
74597,"-32.15, 116.0"
74611,"50.8, 0.23333299999999998"
74615,"51.514125, -0.093689"
74627,"-16.197423999999998, -48.706115000000004"
74636,"23.059298000000002, -109.686035"
74637,"-32.05, 115.766667"
74647,"51.270363, 0.522699"
74652,"51.360343, -0.697894"
74746,"52.966667, -1.166667"
74747,"32.256608, 34.918459999999996"
74755,"28.045771999999996, -16.576216"
74772,"0.0, 0.0"
74787,"53.108169, -1.340708"
74788,"51.514125, -0.093689"
74815,"0.0, 0.0"
74816,"50.783333, -0.65"
74818,"49.714147, 11.905874"
74821,"40.038517, 23.939505"
74828,"47.531605, 21.627312"
74830,"40.623333, -74.601111"
74839,"40.384582, 17.35466"
74877,"52.833332999999996, -2.0"
74889,"33.590354999999995, 130.401716"
74896,"51.9, -2.083333"
74898,"50.705313000000004, -3.071873"
74899,"43.738417999999996, 7.424616"
74907,"40.3695, 23.287085"
74939,"36.140751, -5.353585"
74953,"53.293181999999995, -3.72764"
74960,"0.0, 0.0"
74976,"51.514125, -0.093689"
75013,"51.514125, -0.093689"
75071,"29.598975, -95.170642"
75090,"51.514125, -0.093689"
75113,"58.385808, 24.496577"
75137,"51.583333, 0.2"
75146,"-37.375198, 140.836777"
75150,"35.171389000000005, -5.269722"
75162,"-34.928661, 138.598633"
75184,"50.733333, 11.45"
75187,"36.7, -3.416667"
75211,"17.385044, 78.486671"
75214,"12.225284, 79.074696"
75217,"52.466667, -1.916667"
75223,"41.934977, 50.668945"
75234,"50.533333, -3.6"
75238,"54.898520999999995, 23.903597"
75239,"0.0, 0.0"
75244,"-25.285, 152.873"
75259,"53.691469999999995, -2.236136"
75262,"41.855090000000004, 17.290284"
75270,"0.0, 0.0"
75275,"53.7, -1.483333"
75301,"40.43495, 49.867622999999995"
75307,"25.213816, 75.86475300000001"
75349,"52.666667000000004, -2.75"
75360,"50.85, -4.216667"
75380,"53.166667000000004, -2.583333"
75419,"54.90686899999999, -1.383801"
75423,"52.355518, -1.17432"
75465,"46.227638, 2.213749"
75470,"51.146667, -2.714444"
75496,"39.019184, 25.268555"
75511,"-43.532053999999995, 172.636225"
75525,"34.693738, 135.502165"
75587,"51.454513, -2.58791"
75588,"53.166667000000004, -1.583333"
75592,"-19.055201, 29.603548999999997"
75599,"51.216667, -0.566667"
75601,"53.11666700000001, -3.0333330000000003"
75603,"55.833332999999996, -3.083333"
75624,"40.10738, 8.491163"
75632,"53.85, -1.7666669999999998"
75648,"58.368091, 25.597835999999997"
75659,"47.567442, 7.597550999999999"
75661,"-25.746111, 28.188056"
75685,"0.0, 0.0"
75687,"51.514125, -0.093689"
75707,"-35.125771, 147.353745"
75721,"8.983333, -79.516667"
75761,"-31.952240000000003, 115.861397"
75787,"-37.813938, 144.963425"
75790,"-40.900557, 174.88597099999998"
75802,"37.035339, 27.430290000000003"
75806,"51.916667, -0.216667"
75807,"51.25, 0.75"
75809,"41.675995, 2.790229"
75818,"22.890532999999998, -109.91673700000001"
75819,"37.09024, -95.712891"
75829,"51.356863, -1.8495009999999998"
75831,"0.0, 0.0"
75835,"50.583333, -3.4"
75838,"31.230415999999998, 121.473701"
75892,"0.0, 0.0"
75896,"54.572778, -1.162778"
75897,"57.566667, -4.1666669999999995"
75978,"32.3078, -64.7505"
76013,"50.9333, 17.45"
76044,"52.497193, 0.918423"
76057,"-32.77231, -71.5333"
76064,"60.983693, 25.650317"
76068,"54.55, -3.6"
76078,"53.533333, -1.116667"
76093,"55.833332999999996, -4.25"
76100,"51.638056, 19.244722"
76102,"52.472747, 4.639247"
76109,"37.075533, 127.054377"
76134,"36.510071, -4.882447"
76137,"52.25, -0.883333"
76141,"52.355518, -1.17432"
76142,"52.716667, -1.366667"
76149,"48.432856, 0.091266"
76158,"40.860559, 14.528070000000001"
76184,"23.063655999999998, -109.70243799999999"
76222,"53.800755, -1.549077"
76224,"0.0, 0.0"
76238,"29.072967, -110.955919"
76241,"0.0, 0.0"
76251,"3.1390029999999998, 101.68685500000001"
76254,"41.00527, 28.97696"
76257,"50.966667, -0.13333299999999998"
76259,"51.921667, 4.481111"
76272,"53.816667, -3.05"
76273,"36.850566, 28.255585999999997"
76276,"0.0, 0.0"
76279,"49.543185, 8.351234"
76288,"37.292893, 140.356975"
76289,"-36.848459999999996, 174.76333200000002"
76293,"50.7, -3.5333330000000003"
76303,"45.421389000000005, 22.221944"
76308,"-37.813938, 144.963425"
76316,"-32.495971999999995, 137.77281200000002"
76318,"34.690083, 135.195511"
76325,"30.572269, 104.066541"
76329,"52.237553999999996, 6.09814"
76341,"52.333333, 0.083333"
76351,"49.966667, 6.533333"
76353,"52.516667000000005, 13.4"
76354,"56.949649, 24.105186"
76371,"52.355518, -1.17432"
76400,"53.888996, -2.633778"
76471,"-32.927792, 151.78448500000002"
76476,"0.0, 0.0"
76496,"28.535515999999998, 77.391026"
76502,"51.025876000000004, 4.477536"
76505,"51.514125, -0.093689"
76513,"32.514947, -117.038247"
76544,"0.0, 0.0"
76547,"-23.185707999999998, -46.897806"
76558,"21.161908, -86.851528"
76561,"-37.813938, 144.963425"
76565,"53.13333299999999, -1.2"
76566,"-36.848459999999996, 174.76333200000002"
76571,"51.764722, -4.472778"
76585,"54.156887, -3.1782"
76592,"35.696111, 51.423056"
76609,"53.0, -3.066667"
76624,"26.365712, -80.089383"
76654,"0.0, 0.0"
76747,"54.766667000000005, -1.566667"
76770,"51.083333, -0.7"
76778,"-2.845958, -79.154853"
76796,"53.466667, -3.016667"
76806,"-41.219093, 175.460065"
76827,"32.514947, -117.038247"
76833,"30.378179, 76.776697"
76840,"52.416667, -1.55"
76842,"51.178882, -1.8262150000000001"
76844,"50.9, -1.4"
76848,"56.25, -5.25"
76851,"6.524379, 3.379206"
76870,"51.455884000000005, 4.643196"
76871,"51.5, -3.2"
76886,"51.183333000000005, 0.283333"
76910,"35.775664, 139.80447900000001"
76944,"0.0, 0.0"
77017,"52.63333299999999, 1.75"
77036,"50.820142, -1.878766"
77040,"42.826964000000004, 23.241152"
77052,"49.791304, 9.953355"
77060,"-31.952240000000003, 115.861397"
77068,"52.083333, 1.166667"
77070,"0.0, 0.0"
77079,"51.509619, 5.636418"
77091,"1.352083, 103.819836"
77093,"30.481666999999998, 120.442222"
77121,"25.1, -76.133333"
77130,"-14.599413, -28.673146999999997"
77131,"43.506356, -114.30062099999999"
77138,"51.833333, 0.583333"
77143,"53.416667000000004, -3.0"
77149,"52.033333, -0.7"
77151,"24.711667000000002, 46.724167"
77158,"40.463667, -3.7492199999999998"
77162,"50.633333, 13.466667000000001"
77167,"52.070498, 4.3007"
77177,"30.714240999999998, 34.875696000000005"
77198,"43.666667, -79.416667"
77201,"30.160360999999998, 31.371840999999996"
77249,"32.0853, 34.781768"
77257,"38.24664, 21.734574"
77261,"50.416667, -5.0833330000000005"
77262,"44.119371, 15.231365"
77275,"-29.85868, 31.02184"
77276,"51.514125, -0.093689"
77287,"14.540110999999998, -74.967637"
77293,"51.5, -3.2"
77318,"55.009962, -1.6283040000000002"
77326,"25.781562, -100.187597"
77331,"-42.883209, 147.331665"
77337,"31.956578000000004, 35.945695"
77347,"53.816667, -3.05"
77355,"45.593059999999994, 25.460279999999997"
77359,"34.70713, 33.022617"
77386,"0.0, 0.0"
77414,"52.130660999999996, -3.7837120000000004"
77427,"0.0, 0.0"
77447,"51.933333000000005, 0.25"
77453,"0.0, 0.0"
77454,"51.166667, -0.166667"
77467,"32.3078, -64.7505"
77505,"54.0, -1.5"
77507,"60.173324, 24.941025"
77524,"0.0, 0.0"
77534,"0.0, 0.0"
77535,"55.008, -1.546"
77537,"38.196667, -80.690833"
77538,"51.416667, -0.75"
77545,"52.966667, -1.166667"
77557,"41.406897, 2.132327"
77558,"50.396389, -4.138611"
77567,"49.203278000000005, 11.849022"
77579,"60.948103, 25.933712"
77601,"46.89955, 22.132507"
77605,"37.856041, 27.841631"
77609,"0.0, 0.0"
77622,"53.416667000000004, -3.0"
77656,"53.38333299999999, -2.35"
77685,"0.0, 0.0"
77705,"-38.153461, 144.358093"
77714,"53.954115, -1.064262"
77720,"0.0, 0.0"
77748,"0.0, 0.0"
77755,"52.033333, -0.633333"
77761,"52.497193, 0.918423"
77762,"53.183333, 8.516667"
77780,"52.966667, -1.166667"
77784,"40.623333, -74.601111"
77789,"12.16957, -68.99002"
77792,"32.0853, 34.781768"
77794,"54.572778, -1.162778"
77808,"51.514125, -0.093689"
77812,"51.566666999999995, -0.333333"
77815,"51.833333, 0.583333"
77824,"55.020556000000006, -1.449444"
77853,"51.0, -3.183333"
77860,"0.0, 0.0"
77866,"54.98805600000001, -1.619444"
77867,"52.166667, -2.166667"
77891,"55.833332999999996, -5.1"
77898,"38.584329, -108.07309599999999"
77903,"53.15, -0.216667"
77918,"0.0, 0.0"
77937,"52.966667, -1.166667"
77940,"52.483332999999995, -2.183333"
77958,"51.45, -2.583333"
77959,"46.227638, 2.213749"
77978,"0.0, 0.0"
77980,"26.212401, 127.68093200000001"
77984,"50.9, -1.4"
77985,"52.497193, 0.918423"
77996,"51.241448999999996, -1.664482"
77998,"51.759249, 19.455983"
78003,"52.154461, -9.566863"
78019,"26.912416999999998, 75.787288"
78039,"41.385064, 2.173403"
78070,"-14.599413, -28.673146999999997"
78072,"55.833332999999996, -4.25"
78075,"6.872319, 80.000387"
78080,"37.595818, -1.314735"
78084,"51.514125, -0.093689"
78089,"52.416667, -1.55"
78094,"52.869581000000004, -1.356184"
78096,"38.638923, -3.361564"
